Fecha,Recurso,Precio de Oferta Declarado $/kWh,Capacidad Efectiva Neta (MW)
2017-04-29,GUAVIO,74.1,1250
2017-04-29,JAGUAS,57.61802,170
2017-04-29,LA TASAJERA,57.61809,306
2017-04-29,MIEL I,57.61808,396
2017-04-29,PAGUA,65.9,600
2017-04-29,PLAYAS,57.61801,207
2017-04-29,PORCE II,57.61805,405
2017-04-29,PORCE III,57.61803,700
2017-04-29,PRADO,57.61807,51
2017-04-29,SALVAJINA,280,315
2017-04-29,SAN CARLOS,88,1240
2017-04-29,SOGAMOSO,57.61811,819
2017-04-29,URRA,57.6181,338
2017-04-30,ALBAN,104.5,429
2017-04-30,BETANIA,59.3,540
2017-04-30,CALIMA,150,132
2017-04-30,CHIVOR,79.1,1000
2017-04-30,EL QUIMBO,57.61803,400
2017-04-30,GUATAPE,138,560
2017-04-30,GUATRON,57.61807,512
2017-04-30,GUAVIO,101,1250
2017-04-30,JAGUAS,57.6181,170
2017-04-30,LA TASAJERA,57.61805,306
2017-04-30,MIEL I,57.61806,396
2017-04-30,PAGUA,57.61802,600
2017-04-30,PLAYAS,57.61804,207
2017-04-30,PORCE II,95,405
2017-04-30,PORCE III,57.61808,700
2017-04-30,PRADO,57.61801,51
2017-04-30,SALVAJINA,280,315
2017-04-30,SAN CARLOS,88,1240
2017-04-30,SOGAMOSO,57.618,819
2017-04-30,URRA,57.61809,338
2017-05-01,ALBAN,104.5,429
2017-05-01,BETANIA,58.12309,540
2017-05-01,CALIMA,150,132
2017-05-01,CHIVOR,151,1000
2017-05-01,EL QUIMBO,58.12302,400
2017-05-01,GUATAPE,138,560
2017-05-01,GUATRON,58.12301,512
2017-05-01,GUAVIO,122,1250
2017-05-01,JAGUAS,58.12307,170
2017-05-01,LA TASAJERA,58.12304,306
2017-05-01,MIEL I,58.12305,396
2017-05-01,PAGUA,62.1,600
2017-05-01,PLAYAS,58.12308,207
2017-05-01,PORCE II,58.123,405
2017-05-01,PORCE III,95,700
2017-05-01,PRADO,58.12306,51
2017-05-01,SALVAJINA,280,315
2017-05-01,SAN CARLOS,95.5,1240
2017-05-01,SOGAMOSO,58.12303,819
2017-05-01,URRA,350,338
2017-05-02,ALBAN,87.999,429
2017-05-02,BETANIA,58.12303,540
2017-05-02,CALIMA,150,132
2017-05-02,CHIVOR,98.1,1000
2017-05-02,EL QUIMBO,58.12306,400
2017-05-02,GUATAPE,58.123,560
2017-05-02,GUATRON,95,512
2017-05-02,GUAVIO,74.5,1250
2017-05-02,JAGUAS,105,170
2017-05-02,LA TASAJERA,145,306
2017-05-02,MIEL I,58.12307,396
2017-05-02,PAGUA,79.1,600
2017-05-02,PLAYAS,58.12305,207
2017-05-02,PORCE II,58.12304,405
2017-05-02,PORCE III,112,700
2017-05-02,PRADO,63,51
2017-05-02,SALVAJINA,280,315
2017-05-02,SAN CARLOS,58.12302,1240
2017-05-02,SOGAMOSO,58.12301,819
2017-05-02,URRA,350,338
2017-05-03,ALBAN,68,429
2017-05-03,BETANIA,125,540
2017-05-03,CALIMA,150,132
2017-05-03,CHIVOR,90.1,1000
2017-05-03,EL QUIMBO,58.12304,400
2017-05-03,GUATAPE,58.12307,560
2017-05-03,GUATRON,75,512
2017-05-03,GUAVIO,61.3,1250
2017-05-03,JAGUAS,105,170
2017-05-03,LA TASAJERA,58.123,306
2017-05-03,MIEL I,106,396
2017-05-03,PAGUA,58.12306,600
2017-05-03,PLAYAS,58.12303,207
2017-05-03,PORCE II,115,405
2017-05-03,PORCE III,58.12305,700
2017-05-03,PRADO,65,51
2017-05-03,SALVAJINA,280,315
2017-05-03,SAN CARLOS,58.12302,1240
2017-05-03,SOGAMOSO,58.12301,819
2017-05-03,URRA,350,338
2017-05-04,ALBAN,64.9,429
2017-05-04,BETANIA,58.12306,540
2017-05-04,CALIMA,150,132
2017-05-04,CHIVOR,82.114,1000
2017-05-04,EL QUIMBO,58.12308,400
2017-05-04,GUATAPE,58.12309,560
2017-05-04,GUATRON,58.12301,512
2017-05-04,GUAVIO,85,1250
2017-05-04,JAGUAS,58.12302,170
2017-05-04,LA TASAJERA,58.12307,306
2017-05-04,MIEL I,106,396
2017-05-04,PAGUA,69,600
2017-05-04,PLAYAS,58.12304,207
2017-05-04,PORCE II,58.12305,405
2017-05-04,PORCE III,115,700
2017-05-04,PRADO,65,51
2017-05-04,SALVAJINA,280,315
2017-05-04,SAN CARLOS,58.123,1240
2017-05-04,SOGAMOSO,58.12303,819
2017-05-04,URRA,350,338
2017-05-05,ALBAN,72,429
2017-05-05,BETANIA,58.123,540
2017-05-05,CALIMA,150,132
2017-05-05,CHIVOR,58.1231,1000
2017-05-05,EL QUIMBO,58.12309,400
2017-05-05,GUATAPE,58.12307,560
2017-05-05,GUATRON,66,512
2017-05-05,GUAVIO,85,1250
2017-05-05,JAGUAS,105,170
2017-05-05,LA TASAJERA,58.12308,306
2017-05-05,MIEL I,58.12301,396
2017-05-05,PAGUA,58.12302,600
2017-05-05,PLAYAS,58.12305,207
2017-05-05,PORCE II,115,405
2017-05-05,PORCE III,58.12304,700
2017-05-05,PRADO,65,51
2017-05-05,SALVAJINA,280,315
2017-05-05,SAN CARLOS,58.12303,1240
2017-05-05,SOGAMOSO,58.12306,819
2017-05-05,URRA,350,338
2017-05-06,ALBAN,62,429
2017-05-06,BETANIA,58.12306,540
2017-05-06,CALIMA,150,132
2017-05-06,CHIVOR,84.114,1000
2017-05-06,EL QUIMBO,58.12307,400
2017-05-06,GUATAPE,138,560
2017-05-06,GUATRON,65.00001,512
2017-05-06,GUAVIO,75,1250
2017-05-06,JAGUAS,105,170
2017-05-06,LA TASAJERA,58.123,306
2017-05-06,MIEL I,58.12303,396
2017-05-06,PAGUA,58.12302,600
2017-05-06,PLAYAS,58.12305,207
2017-05-06,PORCE II,58.12301,405
2017-05-06,PORCE III,58.12308,700
2017-05-06,PRADO,65,51
2017-05-06,SALVAJINA,280,315
2017-05-06,SAN CARLOS,58.12309,1240
2017-05-06,SOGAMOSO,58.12304,819
2017-05-06,URRA,350,338
2017-05-07,ALBAN,58.123,429
2017-05-07,BETANIA,58.12306,540
2017-05-07,CALIMA,150,132
2017-05-07,CHIVOR,74.114,1000
2017-05-07,EL QUIMBO,58.12303,400
2017-05-07,GUATAPE,138,560
2017-05-07,GUATRON,58.12307,512
2017-05-07,GUAVIO,85,1250
2017-05-07,JAGUAS,58.12302,170
2017-05-07,LA TASAJERA,58.12301,306
2017-05-07,MIEL I,95,396
2017-05-07,PAGUA,58.12305,600
2017-05-07,PLAYAS,139,207
2017-05-07,PORCE II,85.00001,405
2017-05-07,PORCE III,58.12308,700
2017-05-07,PRADO,64,51
2017-05-07,SALVAJINA,280,315
2017-05-07,SAN CARLOS,58.12304,1240
2017-05-07,SOGAMOSO,58.12309,819
2017-05-07,URRA,350,338
2017-05-08,ALBAN,62,429
2017-05-08,BETANIA,58.12301,540
2017-05-08,CALIMA,150,132
2017-05-08,CHIVOR,69.114,1000
2017-05-08,EL QUIMBO,58.12307,400
2017-05-08,GUATAPE,138,560
2017-05-08,GUATRON,58.12309,512
2017-05-08,GUAVIO,84.999,1250
2017-05-08,JAGUAS,58.12305,170
2017-05-08,LA TASAJERA,90,306
2017-05-08,MIEL I,58.12303,396
2017-05-08,PAGUA,58.123,600
2017-05-08,PLAYAS,58.12304,207
2017-05-08,PORCE II,58.1231,405
2017-05-08,PORCE III,58.12311,700
2017-05-08,PRADO,68,51
2017-05-08,SALVAJINA,280,315
2017-05-08,SAN CARLOS,58.12306,1240
2017-05-08,SOGAMOSO,58.12308,819
2017-05-08,URRA,58.12302,338
2017-05-09,ALBAN,60,429
2017-05-09,BETANIA,58.12308,540
2017-05-09,CALIMA,150,132
2017-05-09,CHIVOR,86.114,1000
2017-05-09,EL QUIMBO,58.12301,400
2017-05-09,GUATAPE,58.12305,560
2017-05-09,GUATRON,58.123,512
2017-05-09,GUAVIO,62.2,1250
2017-05-09,JAGUAS,58.12304,170
2017-05-09,LA TASAJERA,90,306
2017-05-09,MIEL I,58.12311,396
2017-05-09,PAGUA,58.12302,600
2017-05-09,PLAYAS,58.12303,207
2017-05-09,PORCE II,58.12307,405
2017-05-09,PORCE III,58.12306,700
2017-05-09,PRADO,58.1231,51
2017-05-09,SALVAJINA,280,315
2017-05-09,SAN CARLOS,58.12309,1240
2017-05-09,SOGAMOSO,58.12313,819
2017-05-09,URRA,58.12312,338
2017-05-10,ALBAN,58.12311,429
2017-05-10,BETANIA,58.12302,540
2017-05-10,CALIMA,120,132
2017-05-10,CHIVOR,59.114,1000
2017-05-10,EL QUIMBO,58.12304,400
2017-05-10,GUATAPE,63,560
2017-05-10,GUATRON,58.12312,512
2017-05-10,GUAVIO,76,1250
2017-05-10,JAGUAS,58.12305,170
2017-05-10,LA TASAJERA,90,306
2017-05-10,MIEL I,58.12308,396
2017-05-10,PAGUA,58.12301,600
2017-05-10,PLAYAS,58.12306,207
2017-05-10,PORCE II,58.12303,405
2017-05-10,PORCE III,58.12307,700
2017-05-10,PRADO,58.123,51
2017-05-10,SALVAJINA,280,315
2017-05-10,SAN CARLOS,58.1231,1240
2017-05-10,SOGAMOSO,58.12313,819
2017-05-10,URRA,58.12309,338
2017-05-11,ALBAN,58.123,429
2017-05-11,BETANIA,58.12303,540
2017-05-11,CALIMA,99.999,132
2017-05-11,CHIVOR,58.12307,1000
2017-05-11,EL QUIMBO,58.12309,400
2017-05-11,GUATAPE,58.12305,560
2017-05-11,GUATRON,58.12313,512
2017-05-11,GUAVIO,70,1250
2017-05-11,JAGUAS,58.12314,170
2017-05-11,LA TASAJERA,90,306
2017-05-11,MIEL I,58.12311,396
2017-05-11,PAGUA,58.12302,600
2017-05-11,PLAYAS,58.12304,207
2017-05-11,PORCE II,58.12312,405
2017-05-11,PORCE III,58.12315,700
2017-05-11,PRADO,58.12301,51
2017-05-11,SALVAJINA,200,315
2017-05-11,SAN CARLOS,58.1231,1240
2017-05-11,SOGAMOSO,58.12306,819
2017-05-11,URRA,58.12308,338
2017-05-12,ALBAN,58.12309,429
2017-05-12,BETANIA,58.12304,540
2017-05-12,CALIMA,69.999,132
2017-05-12,CHIVOR,58.12307,1000
2017-05-12,EL QUIMBO,200,400
2017-05-12,GUATAPE,58.12302,560
2017-05-12,GUATRON,58.12305,512
2017-05-12,GUAVIO,70,1250
2017-05-12,JAGUAS,58.12306,170
2017-05-12,LA TASAJERA,90,306
2017-05-12,MIEL I,58.123,396
2017-05-12,PAGUA,58.12313,600
2017-05-12,PLAYAS,58.12311,207
2017-05-12,PORCE II,58.12314,405
2017-05-12,PORCE III,58.12312,700
2017-05-12,PRADO,58.12301,51
2017-05-12,SALVAJINA,100,315
2017-05-12,SAN CARLOS,58.1231,1240
2017-05-12,SOGAMOSO,58.12303,819
2017-05-12,URRA,58.12308,338
2017-05-13,ALBAN,58.12308,429
2017-05-13,BETANIA,58.123,540
2017-05-13,CALIMA,79.999,132
2017-05-13,CHIVOR,63,1000
2017-05-13,EL QUIMBO,58.12302,400
2017-05-13,GUATAPE,58.12312,560
2017-05-13,GUATRON,58.12301,512
2017-05-13,GUAVIO,65,1250
2017-05-13,JAGUAS,58.12315,170
2017-05-13,LA TASAJERA,58.12307,306
2017-05-13,MIEL I,58.12305,396
2017-05-13,PAGUA,58.12314,600
2017-05-13,PLAYAS,58.12303,207
2017-05-13,PORCE II,58.12309,405
2017-05-13,PORCE III,58.1231,700
2017-05-13,PRADO,58.12306,51
2017-05-13,SALVAJINA,100,315
2017-05-13,SAN CARLOS,58.12313,1240
2017-05-13,SOGAMOSO,58.12304,819
2017-05-13,URRA,58.12311,338
2017-05-14,ALBAN,58.12303,429
2017-05-14,BETANIA,58.1231,540
2017-05-14,CALIMA,79.999,132
2017-05-14,CHIVOR,64,1000
2017-05-14,EL QUIMBO,58.12302,400
2017-05-14,GUATAPE,58.12312,560
2017-05-14,GUATRON,58.12311,512
2017-05-14,GUAVIO,65,1250
2017-05-14,JAGUAS,58.12315,170
2017-05-14,LA TASAJERA,58.12307,306
2017-05-14,MIEL I,58.12306,396
2017-05-14,PAGUA,58.123,600
2017-05-14,PLAYAS,58.12314,207
2017-05-14,PORCE II,58.12313,405
2017-05-14,PORCE III,58.12309,700
2017-05-14,PRADO,58.12304,51
2017-05-14,SALVAJINA,100,315
2017-05-14,SAN CARLOS,58.12301,1240
2017-05-14,SOGAMOSO,58.12308,819
2017-05-14,URRA,58.12305,338
2017-05-15,ALBAN,58.12311,429
2017-05-15,BETANIA,58.12308,540
2017-05-15,CALIMA,79.999,132
2017-05-15,CHIVOR,65,1000
2017-05-15,EL QUIMBO,58.12304,400
2017-05-15,GUATAPE,58.12302,560
2017-05-15,GUATRON,58.12307,512
2017-05-15,GUAVIO,60,1250
2017-05-15,JAGUAS,58.1231,170
2017-05-15,LA TASAJERA,58.123,306
2017-05-15,MIEL I,58.12305,396
2017-05-15,PAGUA,58.12301,600
2017-05-15,PLAYAS,58.12314,207
2017-05-15,PORCE II,58.12309,405
2017-05-15,PORCE III,58.12306,700
2017-05-15,PRADO,58.12315,51
2017-05-15,SALVAJINA,100,315
2017-05-15,SAN CARLOS,58.12313,1240
2017-05-15,SOGAMOSO,58.12303,819
2017-05-15,URRA,58.12312,338
2017-05-16,ALBAN,58.12303,429
2017-05-16,BETANIA,58.12313,540
2017-05-16,CALIMA,79.999,132
2017-05-16,CHIVOR,67,1000
2017-05-16,EL QUIMBO,58.12305,400
2017-05-16,GUATAPE,58.12306,560
2017-05-16,GUATRON,58.1231,512
2017-05-16,GUAVIO,60,1250
2017-05-16,JAGUAS,58.12301,170
2017-05-16,LA TASAJERA,58.12311,306
2017-05-16,MIEL I,58.12304,396
2017-05-16,PAGUA,58.12312,600
2017-05-16,PLAYAS,58.12308,207
2017-05-16,PORCE II,58.12307,405
2017-05-16,PORCE III,58.12314,700
2017-05-16,PRADO,58.12309,51
2017-05-16,SALVAJINA,100,315
2017-05-16,SAN CARLOS,150,1240
2017-05-16,SOGAMOSO,58.12302,819
2017-05-16,URRA,58.123,338
2017-05-17,ALBAN,58.12314,429
2017-05-17,BETANIA,58.12313,540
2017-05-17,CALIMA,58.1231,132
2017-05-17,CHIVOR,66.5,1000
2017-05-17,EL QUIMBO,58.12307,400
2017-05-17,GUATAPE,58.12306,560
2017-05-17,GUATRON,58.12302,512
2017-05-17,GUAVIO,60,1250
2017-05-17,JAGUAS,58.12301,170
2017-05-17,LA TASAJERA,58.12312,306
2017-05-17,MIEL I,58.12309,396
2017-05-17,PAGUA,58.12315,600
2017-05-17,PLAYAS,58.12308,207
2017-05-17,PORCE II,62.723,405
2017-05-17,PORCE III,58.123,700
2017-05-17,PRADO,58.12304,51
2017-05-17,SALVAJINA,100,315
2017-05-17,SAN CARLOS,58.12303,1240
2017-05-17,SOGAMOSO,58.12305,819
2017-05-17,URRA,58.12311,338
2017-05-18,ALBAN,58.12302,429
2017-05-18,BETANIA,58.12313,540
2017-05-18,CALIMA,70,132
2017-05-18,CHIVOR,66.5,1000
2017-05-18,EL QUIMBO,58.12306,400
2017-05-18,GUATAPE,58.123,560
2017-05-18,GUATRON,58.12301,512
2017-05-18,GUAVIO,60,1250
2017-05-18,JAGUAS,58.12314,170
2017-05-18,LA TASAJERA,58.12307,306
2017-05-18,MIEL I,58.12303,396
2017-05-18,PAGUA,58.12315,600
2017-05-18,PLAYAS,58.12311,207
2017-05-18,PORCE II,58.12304,405
2017-05-18,PORCE III,58.12309,700
2017-05-18,PRADO,58.12305,51
2017-05-18,SALVAJINA,100,315
2017-05-18,SAN CARLOS,58.1231,1240
2017-05-18,SOGAMOSO,58.12308,819
2017-05-18,URRA,58.12312,338
2017-05-19,ALBAN,58.123,429
2017-05-19,BETANIA,58.12311,540
2017-05-19,CALIMA,59.9,132
2017-05-19,CHIVOR,66.5,1000
2017-05-19,EL QUIMBO,58.12304,400
2017-05-19,GUATAPE,58.12312,560
2017-05-19,GUATRON,58.12308,512
2017-05-19,GUAVIO,60,1250
2017-05-19,JAGUAS,58.12301,170
2017-05-19,LA TASAJERA,58.12306,306
2017-05-19,MIEL I,58.12305,396
2017-05-19,PAGUA,58.12315,600
2017-05-19,PLAYAS,58.12302,207
2017-05-19,PORCE II,58.12307,405
2017-05-19,PORCE III,58.1231,700
2017-05-19,PRADO,58.12313,51
2017-05-19,SALVAJINA,90,315
2017-05-19,SAN CARLOS,58.12309,1240
2017-05-19,SOGAMOSO,58.12303,819
2017-05-19,URRA,58.12314,338
2017-05-20,ALBAN,58.12309,429
2017-05-20,BETANIA,58.1231,540
2017-05-20,CALIMA,69.99,132
2017-05-20,CHIVOR,63,1000
2017-05-20,EL QUIMBO,58.12306,400
2017-05-20,GUATAPE,58.12313,560
2017-05-20,GUATRON,58.12301,512
2017-05-20,GUAVIO,60,1250
2017-05-20,JAGUAS,58.12305,170
2017-05-20,LA TASAJERA,58.12307,306
2017-05-20,MIEL I,58.12308,396
2017-05-20,PAGUA,58.12314,600
2017-05-20,PLAYAS,58.12312,207
2017-05-20,PORCE II,62.723,405
2017-05-20,PORCE III,58.123,700
2017-05-20,PRADO,58.12311,51
2017-05-20,SALVAJINA,85,315
2017-05-20,SAN CARLOS,58.12302,1240
2017-05-20,SOGAMOSO,58.12303,819
2017-05-20,URRA,58.12304,338
2017-05-21,ALBAN,67,429
2017-05-21,BETANIA,58.1231,540
2017-05-21,CALIMA,69.99,132
2017-05-21,CHIVOR,63,1000
2017-05-21,EL QUIMBO,58.12307,400
2017-05-21,GUATAPE,58.12303,560
2017-05-21,GUATRON,62.723,512
2017-05-21,GUAVIO,60,1250
2017-05-21,JAGUAS,58.12308,170
2017-05-21,LA TASAJERA,58.12311,306
2017-05-21,MIEL I,58.12302,396
2017-05-21,PAGUA,58.12306,600
2017-05-21,PLAYAS,58.12309,207
2017-05-21,PORCE II,58.12301,405
2017-05-21,PORCE III,58.12305,700
2017-05-21,PRADO,58.123,51
2017-05-21,SALVAJINA,85,315
2017-05-21,SAN CARLOS,58.12304,1240
2017-05-21,SOGAMOSO,58.12312,819
2017-05-21,URRA,58.12313,338
2017-05-22,ALBAN,59.9,429
2017-05-22,BETANIA,58.12307,540
2017-05-22,CALIMA,58.12306,132
2017-05-22,CHIVOR,62,1000
2017-05-22,EL QUIMBO,58.12305,400
2017-05-22,GUATAPE,58.12312,560
2017-05-22,GUATRON,62.723,512
2017-05-22,GUAVIO,58.12309,1250
2017-05-22,JAGUAS,58.12315,170
2017-05-22,LA TASAJERA,58.12313,306
2017-05-22,MIEL I,58.123,396
2017-05-22,PAGUA,58.12301,600
2017-05-22,PLAYAS,58.12311,207
2017-05-22,PORCE II,58.12302,405
2017-05-22,PORCE III,58.12303,700
2017-05-22,PRADO,58.12308,51
2017-05-22,SALVAJINA,75,315
2017-05-22,SAN CARLOS,58.1231,1240
2017-05-22,SOGAMOSO,58.12304,819
2017-05-22,URRA,58.12314,338
2017-05-23,ALBAN,58.1231,429
2017-05-23,BETANIA,58.12304,540
2017-05-23,CALIMA,69.99,132
2017-05-23,CHIVOR,62,1000
2017-05-23,EL QUIMBO,58.12301,400
2017-05-23,GUATAPE,58.12305,560
2017-05-23,GUATRON,58.12307,512
2017-05-23,GUAVIO,58.12311,1250
2017-05-23,JAGUAS,58.12316,170
2017-05-23,LA TASAJERA,58.12314,306
2017-05-23,MIEL I,58.12303,396
2017-05-23,PAGUA,58.12302,600
2017-05-23,PLAYAS,58.12308,207
2017-05-23,PORCE II,58.123,405
2017-05-23,PORCE III,58.12309,700
2017-05-23,PRADO,58.12315,51
2017-05-23,SALVAJINA,75,315
2017-05-23,SAN CARLOS,58.12312,1240
2017-05-23,SOGAMOSO,58.12313,819
2017-05-23,URRA,58.12306,338
2017-05-24,ALBAN,58.12304,429
2017-05-24,BETANIA,58.1231,540
2017-05-24,CALIMA,58.12311,132
2017-05-24,CHIVOR,58.12313,1000
2017-05-24,EL QUIMBO,58.12314,400
2017-05-24,GUATAPE,58.12302,560
2017-05-24,GUATRON,61.00001,512
2017-05-24,GUAVIO,58.12305,1250
2017-05-24,JAGUAS,58.123,170
2017-05-24,LA TASAJERA,58.12306,306
2017-05-24,MIEL I,58.12315,396
2017-05-24,PAGUA,58.12303,600
2017-05-24,PLAYAS,58.12312,207
2017-05-24,PORCE II,61,405
2017-05-24,PORCE III,58.12316,700
2017-05-24,PRADO,58.12307,51
2017-05-24,SALVAJINA,75,315
2017-05-24,SAN CARLOS,58.12309,1240
2017-05-24,SOGAMOSO,58.12301,819
2017-05-24,URRA,58.12308,338
2017-05-25,ALBAN,65,429
2017-05-25,BETANIA,58.12303,540
2017-05-25,CALIMA,58.123,132
2017-05-25,CHIVOR,62.114,1000
2017-05-25,EL QUIMBO,58.12304,400
2017-05-25,GUATAPE,58.12302,560
2017-05-25,GUATRON,61.00001,512
2017-05-25,GUAVIO,58.12314,1250
2017-05-25,JAGUAS,58.12313,170
2017-05-25,LA TASAJERA,58.12311,306
2017-05-25,MIEL I,58.12309,396
2017-05-25,PAGUA,58.12306,600
2017-05-25,PLAYAS,61,207
2017-05-25,PORCE II,58.12301,405
2017-05-25,PORCE III,58.12305,700
2017-05-25,PRADO,58.12312,51
2017-05-25,SALVAJINA,75,315
2017-05-25,SAN CARLOS,58.1231,1240
2017-05-25,SOGAMOSO,58.12308,819
2017-05-25,URRA,58.12307,338
2017-05-26,ALBAN,58.12302,429
2017-05-26,BETANIA,58.12314,540
2017-05-26,CALIMA,120,132
2017-05-26,CHIVOR,63.114,1000
2017-05-26,EL QUIMBO,58.123,400
2017-05-26,GUATAPE,58.12313,560
2017-05-26,GUATRON,62,512
2017-05-26,GUAVIO,58.12305,1250
2017-05-26,JAGUAS,58.12308,170
2017-05-26,LA TASAJERA,58.12304,306
2017-05-26,MIEL I,58.12309,396
2017-05-26,PAGUA,58.12301,600
2017-05-26,PLAYAS,61,207
2017-05-26,PORCE II,58.12311,405
2017-05-26,PORCE III,58.12303,700
2017-05-26,PRADO,58.12312,51
2017-05-26,SALVAJINA,75,315
2017-05-26,SAN CARLOS,58.12306,1240
2017-05-26,SOGAMOSO,58.1231,819
2017-05-26,URRA,58.12307,338
2017-05-27,ALBAN,99.999,429
2017-05-27,BETANIA,58.12307,540
2017-05-27,CALIMA,120,132
2017-05-27,CHIVOR,61.114,1000
2017-05-27,EL QUIMBO,58.12305,400
2017-05-27,GUATAPE,58.12313,560
2017-05-27,GUATRON,58.12312,512
2017-05-27,GUAVIO,58.9,1250
2017-05-27,JAGUAS,58.12304,170
2017-05-27,LA TASAJERA,58.12306,306
2017-05-27,MIEL I,58.12311,396
2017-05-27,PAGUA,58.1231,600
2017-05-27,PLAYAS,58.12309,207
2017-05-27,PORCE II,58.12303,405
2017-05-27,PORCE III,58.123,700
2017-05-27,PRADO,58.12301,51
2017-05-27,SALVAJINA,75,315
2017-05-27,SAN CARLOS,90,1240
2017-05-27,SOGAMOSO,58.12308,819
2017-05-27,URRA,58.12302,338
2017-05-28,ALBAN,99.999,429
2017-05-28,BETANIA,58.12313,540
2017-05-28,CALIMA,120,132
2017-05-28,CHIVOR,62.114,1000
2017-05-28,EL QUIMBO,58.12302,400
2017-05-28,GUATAPE,58.12308,560
2017-05-28,GUATRON,58.12306,512
2017-05-28,GUAVIO,58.9,1250
2017-05-28,JAGUAS,58.12314,170
2017-05-28,LA TASAJERA,58.12301,306
2017-05-28,MIEL I,58.123,396
2017-05-28,PAGUA,58.12307,600
2017-05-28,PLAYAS,58.12304,207
2017-05-28,PORCE II,58.12305,405
2017-05-28,PORCE III,58.12309,700
2017-05-28,PRADO,58.12311,51
2017-05-28,SALVAJINA,150,315
2017-05-28,SAN CARLOS,58.1231,1240
2017-05-28,SOGAMOSO,58.12312,819
2017-05-28,URRA,58.12303,338
2017-05-29,ALBAN,79.999,429
2017-05-29,BETANIA,58.122,540
2017-05-29,CALIMA,120,132
2017-05-29,CHIVOR,61.114,1000
2017-05-29,EL QUIMBO,58.12305,400
2017-05-29,GUATAPE,58.12307,560
2017-05-29,GUATRON,58.12312,512
2017-05-29,GUAVIO,58.9,1250
2017-05-29,JAGUAS,58.12311,170
2017-05-29,LA TASAJERA,58.12304,306
2017-05-29,MIEL I,58.1231,396
2017-05-29,PAGUA,58.12309,600
2017-05-29,PLAYAS,58.12303,207
2017-05-29,PORCE II,96,405
2017-05-29,PORCE III,58.12302,700
2017-05-29,PRADO,58.123,51
2017-05-29,SALVAJINA,150,315
2017-05-29,SAN CARLOS,58.12306,1240
2017-05-29,SOGAMOSO,58.12301,819
2017-05-29,URRA,58.12308,338
2017-05-30,ALBAN,58.323,429
2017-05-30,BETANIA,58.12308,540
2017-05-30,CALIMA,120,132
2017-05-30,CHIVOR,58.12301,1000
2017-05-30,EL QUIMBO,58.12302,400
2017-05-30,GUATAPE,58.12311,560
2017-05-30,GUATRON,58.123,512
2017-05-30,GUAVIO,58.9,1250
2017-05-30,JAGUAS,58.12313,170
2017-05-30,LA TASAJERA,58.1231,306
2017-05-30,MIEL I,58.12314,396
2017-05-30,PAGUA,58.12303,600
2017-05-30,PLAYAS,58.12309,207
2017-05-30,PORCE II,96,405
2017-05-30,PORCE III,58.12305,700
2017-05-30,PRADO,58.12307,51
2017-05-30,SALVAJINA,150,315
2017-05-30,SAN CARLOS,58.12304,1240
2017-05-30,SOGAMOSO,58.12306,819
2017-05-30,URRA,58.12312,338
2017-05-31,ALBAN,58.8,429
2017-05-31,BETANIA,58.12301,540
2017-05-31,CALIMA,95,132
2017-05-31,CHIVOR,58.12312,1000
2017-05-31,EL QUIMBO,58.12307,400
2017-05-31,GUATAPE,58.12311,560
2017-05-31,GUATRON,58.12306,512
2017-05-31,GUAVIO,58.199,1250
2017-05-31,JAGUAS,58.123,170
2017-05-31,LA TASAJERA,58.1231,306
2017-05-31,MIEL I,58.12308,396
2017-05-31,PAGUA,58.12305,600
2017-05-31,PLAYAS,58.12314,207
2017-05-31,PORCE II,58.12309,405
2017-05-31,PORCE III,96,700
2017-05-31,PRADO,58.12304,51
2017-05-31,SALVAJINA,150,315
2017-05-31,SAN CARLOS,58.12303,1240
2017-05-31,SOGAMOSO,58.12313,819
2017-05-31,URRA,58.12302,338
2017-06-01,ALBAN,65,429
2017-06-01,BETANIA,58.58503,540
2017-06-01,CALIMA,58.585,132
2017-06-01,CHIVOR,58.58515,1000
2017-06-01,EL QUIMBO,58.58508,400
2017-06-01,GUATAPE,58.58507,560
2017-06-01,GUATRON,63.185,512
2017-06-01,GUAVIO,58.58505,1250
2017-06-01,JAGUAS,58.58501,170
2017-06-01,LA TASAJERA,58.58513,306
2017-06-01,MIEL I,58.58511,396
2017-06-01,PAGUA,58.5851,600
2017-06-01,PLAYAS,58.58506,207
2017-06-01,PORCE II,64,405
2017-06-01,PORCE III,58.58504,700
2017-06-01,PRADO,58.58502,51
2017-06-01,SALVAJINA,150,315
2017-06-01,SAN CARLOS,58.58512,1240
2017-06-01,SOGAMOSO,58.58514,819
2017-06-01,URRA,58.58509,338
2017-06-02,ALBAN,75,429
2017-06-02,BETANIA,58.58511,540
2017-06-02,CALIMA,95,132
2017-06-02,CHIVOR,58.58512,1000
2017-06-02,EL QUIMBO,58.58501,400
2017-06-02,GUATAPE,58.58506,560
2017-06-02,GUATRON,63.185,512
2017-06-02,GUAVIO,58.58514,1250
2017-06-02,JAGUAS,58.58513,170
2017-06-02,LA TASAJERA,58.585,306
2017-06-02,MIEL I,65,396
2017-06-02,PAGUA,58.58505,600
2017-06-02,PLAYAS,58.58503,207
2017-06-02,PORCE II,58.58504,405
2017-06-02,PORCE III,58.58507,700
2017-06-02,PRADO,58.58509,51
2017-06-02,SALVAJINA,150,315
2017-06-02,SAN CARLOS,58.58508,1240
