Fecha,Recurso,Precio de Oferta Declarado $/kWh,Capacidad Efectiva Neta (MW)
2017-10-04,PAGUA,58.317,600
2017-10-04,PLAYAS,58.31706,207
2017-10-04,PORCE II,58.31704,405
2017-10-04,PORCE III,117,700
2017-10-04,PRADO,102.5,51
2017-10-04,SALVAJINA,159.5,315
2017-10-04,SAN CARLOS,58.31702,1240
2017-10-04,SOGAMOSO,67,819
2017-10-04,URRA,58.31701,338
2017-10-05,ALBAN,75,429
2017-10-05,BETANIA,126.8,540
2017-10-05,CALIMA,159,132
2017-10-05,CHIVOR,126.114,1000
2017-10-05,EL QUIMBO,135,400
2017-10-05,GUATAPE,58.31703,560
2017-10-05,GUATRON,103,512
2017-10-05,GUAVIO,117.95,1250
2017-10-05,JAGUAS,155,170
2017-10-05,LA TASAJERA,121,306
2017-10-05,MIEL I,89.9,396
2017-10-05,PAGUA,58.31705,600
2017-10-05,PLAYAS,58.31704,207
2017-10-05,PORCE II,58.31702,405
2017-10-05,PORCE III,109,700
2017-10-05,PRADO,102.5,51
2017-10-05,SALVAJINA,159.5,315
2017-10-05,SAN CARLOS,58.317,1240
2017-10-05,SOGAMOSO,67,819
2017-10-05,URRA,58.31701,338
2017-10-06,ALBAN,58.31706,429
2017-10-06,BETANIA,123,540
2017-10-06,CALIMA,58.31703,132
2017-10-06,CHIVOR,58.31704,1000
2017-10-06,EL QUIMBO,160,400
2017-10-06,GUATAPE,58.31702,560
2017-10-06,GUATRON,119,512
2017-10-06,GUAVIO,127.2,1250
2017-10-06,JAGUAS,85,170
2017-10-06,LA TASAJERA,58.31707,306
2017-10-06,MIEL I,58.317,396
2017-10-06,PAGUA,80.5,600
2017-10-06,PLAYAS,58.31701,207
2017-10-06,PORCE II,58.31705,405
2017-10-06,PORCE III,111,700
2017-10-06,PRADO,102.5,51
2017-10-06,SALVAJINA,154,315
2017-10-06,SAN CARLOS,58.31708,1240
2017-10-06,SOGAMOSO,67,819
2017-10-06,URRA,58.31709,338
2017-10-07,ALBAN,84.1,429
2017-10-07,BETANIA,123.1,540
2017-10-07,CALIMA,125,132
2017-10-07,CHIVOR,126.114,1000
2017-10-07,EL QUIMBO,58.31707,400
2017-10-07,GUATAPE,58.31705,560
2017-10-07,GUATRON,117,512
2017-10-07,GUAVIO,124.9,1250
2017-10-07,JAGUAS,172,170
2017-10-07,LA TASAJERA,58.31701,306
2017-10-07,MIEL I,58.317,396
2017-10-07,PAGUA,58.31704,600
2017-10-07,PLAYAS,58.31702,207
2017-10-07,PORCE II,58.31703,405
2017-10-07,PORCE III,103,700
2017-10-07,PRADO,102.5,51
2017-10-07,SALVAJINA,130,315
2017-10-07,SAN CARLOS,58.31708,1240
2017-10-07,SOGAMOSO,67,819
2017-10-07,URRA,58.31706,338
2017-10-08,ALBAN,118,429
2017-10-08,BETANIA,155,540
2017-10-08,CALIMA,124.5,132
2017-10-08,CHIVOR,120.114,1000
2017-10-08,EL QUIMBO,105.5,400
2017-10-08,GUATAPE,58.31708,560
2017-10-08,GUATRON,87,512
2017-10-08,GUAVIO,118.2,1250
2017-10-08,JAGUAS,58.31702,170
2017-10-08,LA TASAJERA,58.31701,306
2017-10-08,MIEL I,58.31706,396
2017-10-08,PAGUA,58.31705,600
2017-10-08,PLAYAS,58.31704,207
2017-10-08,PORCE II,58.31707,405
2017-10-08,PORCE III,95,700
2017-10-08,PRADO,105.1,51
2017-10-08,SALVAJINA,130,315
2017-10-08,SAN CARLOS,58.317,1240
2017-10-08,SOGAMOSO,67,819
2017-10-08,URRA,58.31703,338
2017-10-09,ALBAN,116,429
2017-10-09,BETANIA,58.31709,540
2017-10-09,CALIMA,124.5,132
2017-10-09,CHIVOR,111.114,1000
2017-10-09,EL QUIMBO,160,400
2017-10-09,GUATAPE,58.31708,560
2017-10-09,GUATRON,119,512
2017-10-09,GUAVIO,123.1,1250
2017-10-09,JAGUAS,58.31703,170
2017-10-09,LA TASAJERA,58.31704,306
2017-10-09,MIEL I,58.31705,396
2017-10-09,PAGUA,58.31707,600
2017-10-09,PLAYAS,58.31701,207
2017-10-09,PORCE II,58.317,405
2017-10-09,PORCE III,113,700
2017-10-09,PRADO,110.1,51
2017-10-09,SALVAJINA,130,315
2017-10-09,SAN CARLOS,58.31702,1240
2017-10-09,SOGAMOSO,67,819
2017-10-09,URRA,58.31706,338
2017-10-10,ALBAN,122,429
2017-10-10,BETANIA,170,540
2017-10-10,CALIMA,124.5,132
2017-10-10,CHIVOR,122.114,1000
2017-10-10,EL QUIMBO,160,400
2017-10-10,GUATAPE,58.31703,560
2017-10-10,GUATRON,115,512
2017-10-10,GUAVIO,58.31701,1250
2017-10-10,JAGUAS,58.31706,170
2017-10-10,LA TASAJERA,129,306
2017-10-10,MIEL I,58.31708,396
2017-10-10,PAGUA,58.31707,600
2017-10-10,PLAYAS,58.31702,207
2017-10-10,PORCE II,58.31704,405
2017-10-10,PORCE III,121,700
2017-10-10,PRADO,112.1,51
2017-10-10,SALVAJINA,130,315
2017-10-10,SAN CARLOS,58.317,1240
2017-10-10,SOGAMOSO,67,819
2017-10-10,URRA,58.31705,338
2017-10-11,ALBAN,122,429
2017-10-11,BETANIA,175,540
2017-10-11,CALIMA,120,132
2017-10-11,CHIVOR,122.114,1000
2017-10-11,EL QUIMBO,90.5,400
2017-10-11,GUATAPE,58.31703,560
2017-10-11,GUATRON,109,512
2017-10-11,GUAVIO,116.9,1250
2017-10-11,JAGUAS,172,170
2017-10-11,LA TASAJERA,129,306
2017-10-11,MIEL I,58.31705,396
2017-10-11,PAGUA,58.31704,600
2017-10-11,PLAYAS,58.317,207
2017-10-11,PORCE II,58.31701,405
2017-10-11,PORCE III,110.5,700
2017-10-11,PRADO,125,51
2017-10-11,SALVAJINA,155,315
2017-10-11,SAN CARLOS,58.31706,1240
2017-10-11,SOGAMOSO,67,819
2017-10-11,URRA,58.31702,338
2017-10-12,ALBAN,120,429
2017-10-12,BETANIA,175,540
2017-10-12,CALIMA,122.00001,132
2017-10-12,CHIVOR,118.917,1000
2017-10-12,EL QUIMBO,58.31703,400
2017-10-12,GUATAPE,58.31705,560
2017-10-12,GUATRON,119,512
2017-10-12,GUAVIO,122,1250
2017-10-12,JAGUAS,172,170
2017-10-12,LA TASAJERA,58.31704,306
2017-10-12,MIEL I,58.31707,396
2017-10-12,PAGUA,58.31706,600
2017-10-12,PLAYAS,58.31701,207
2017-10-12,PORCE II,129,405
2017-10-12,PORCE III,114,700
2017-10-12,PRADO,121,51
2017-10-12,SALVAJINA,155,315
2017-10-12,SAN CARLOS,58.317,1240
2017-10-12,SOGAMOSO,67,819
2017-10-12,URRA,58.31702,338
2017-10-13,ALBAN,120,429
2017-10-13,BETANIA,175,540
2017-10-13,CALIMA,119.5,132
2017-10-13,CHIVOR,121.317,1000
2017-10-13,EL QUIMBO,58.31707,400
2017-10-13,GUATAPE,58.31706,560
2017-10-13,GUATRON,110,512
2017-10-13,GUAVIO,117.9,1250
2017-10-13,JAGUAS,58.31701,170
2017-10-13,LA TASAJERA,58.31703,306
2017-10-13,MIEL I,172,396
2017-10-13,PAGUA,58.31704,600
2017-10-13,PLAYAS,58.31705,207
2017-10-13,PORCE II,117,405
2017-10-13,PORCE III,140,700
2017-10-13,PRADO,118.99,51
2017-10-13,SALVAJINA,155,315
2017-10-13,SAN CARLOS,58.317,1240
2017-10-13,SOGAMOSO,67,819
2017-10-13,URRA,58.31702,338
2017-10-14,ALBAN,119.5,429
2017-10-14,BETANIA,119,540
2017-10-14,CALIMA,170,132
2017-10-14,CHIVOR,114.114,1000
2017-10-14,EL QUIMBO,120,400
2017-10-14,GUATAPE,58.31701,560
2017-10-14,GUATRON,114,512
2017-10-14,GUAVIO,117.9,1250
2017-10-14,JAGUAS,173,170
2017-10-14,LA TASAJERA,58.31704,306
2017-10-14,MIEL I,172,396
2017-10-14,PAGUA,119.1,600
2017-10-14,PLAYAS,58.317,207
2017-10-14,PORCE II,180,405
2017-10-14,PORCE III,110,700
2017-10-14,PRADO,119.9,51
2017-10-14,SALVAJINA,180.00001,315
2017-10-14,SAN CARLOS,58.31702,1240
2017-10-14,SOGAMOSO,67,819
2017-10-14,URRA,58.31703,338
2017-10-15,ALBAN,117.99,429
2017-10-15,BETANIA,121,540
2017-10-15,CALIMA,170,132
2017-10-15,CHIVOR,118.514,1000
2017-10-15,EL QUIMBO,120,400
2017-10-15,GUATAPE,58.31702,560
2017-10-15,GUATRON,109,512
2017-10-15,GUAVIO,110,1250
2017-10-15,JAGUAS,173,170
2017-10-15,LA TASAJERA,58.31704,306
2017-10-15,MIEL I,58.31703,396
2017-10-15,PAGUA,58.31706,600
2017-10-15,PLAYAS,58.317,207
2017-10-15,PORCE II,115,405
2017-10-15,PORCE III,140,700
2017-10-15,PRADO,165,51
2017-10-15,SALVAJINA,180,315
2017-10-15,SAN CARLOS,58.31705,1240
2017-10-15,SOGAMOSO,67,819
2017-10-15,URRA,58.31701,338
2017-10-16,ALBAN,117.99,429
2017-10-16,BETANIA,58.31702,540
2017-10-16,CALIMA,170,132
2017-10-16,CHIVOR,118.527,1000
2017-10-16,EL QUIMBO,58.317,400
2017-10-16,GUATAPE,58.31707,560
2017-10-16,GUATRON,113,512
2017-10-16,GUAVIO,119,1250
2017-10-16,JAGUAS,58.31703,170
2017-10-16,LA TASAJERA,58.31701,306
2017-10-16,MIEL I,58.31704,396
2017-10-16,PAGUA,119.1,600
2017-10-16,PLAYAS,58.31706,207
2017-10-16,PORCE II,115.00001,405
2017-10-16,PORCE III,108,700
2017-10-16,PRADO,165,51
2017-10-16,SALVAJINA,180,315
2017-10-16,SAN CARLOS,115,1240
2017-10-16,SOGAMOSO,67,819
2017-10-16,URRA,58.31705,338
2017-10-17,ALBAN,120.50001,429
2017-10-17,BETANIA,58.31703,540
2017-10-17,CALIMA,170,132
2017-10-17,CHIVOR,126.237,1000
2017-10-17,EL QUIMBO,58.31701,400
2017-10-17,GUATAPE,58.31706,560
2017-10-17,GUATRON,150,512
2017-10-17,GUAVIO,116,1250
2017-10-17,JAGUAS,58.317,170
2017-10-17,LA TASAJERA,58.31707,306
2017-10-17,MIEL I,58.31702,396
2017-10-17,PAGUA,170.00001,600
2017-10-17,PLAYAS,58.31704,207
2017-10-17,PORCE II,114,405
2017-10-17,PORCE III,118,700
2017-10-17,PRADO,165,51
2017-10-17,SALVAJINA,180,315
2017-10-17,SAN CARLOS,120.5,1240
2017-10-17,SOGAMOSO,67,819
2017-10-17,URRA,58.31705,338
2017-10-18,ALBAN,124,429
2017-10-18,BETANIA,170,540
2017-10-18,CALIMA,126,132
2017-10-18,CHIVOR,58.31702,1000
2017-10-18,EL QUIMBO,58.31707,400
2017-10-18,GUATAPE,58.31704,560
2017-10-18,GUATRON,115,512
2017-10-18,GUAVIO,58.31706,1250
2017-10-18,JAGUAS,58.31703,170
2017-10-18,LA TASAJERA,58.31701,306
2017-10-18,MIEL I,130,396
2017-10-18,PAGUA,200,600
2017-10-18,PLAYAS,58.317,207
2017-10-18,PORCE II,160,405
2017-10-18,PORCE III,125,700
2017-10-18,PRADO,130.00001,51
2017-10-18,SALVAJINA,180,315
2017-10-18,SAN CARLOS,149,1240
2017-10-18,SOGAMOSO,67,819
2017-10-18,URRA,58.31705,338
2017-10-19,ALBAN,145.00001,429
2017-10-19,BETANIA,117.1,540
2017-10-19,CALIMA,132,132
2017-10-19,CHIVOR,145,1000
2017-10-19,EL QUIMBO,117,400
2017-10-19,GUATAPE,58.31705,560
2017-10-19,GUATRON,115,512
2017-10-19,GUAVIO,58.31702,1250
2017-10-19,JAGUAS,58.317,170
2017-10-19,LA TASAJERA,58.31704,306
2017-10-19,MIEL I,173,396
2017-10-19,PAGUA,150,600
2017-10-19,PLAYAS,58.31701,207
2017-10-19,PORCE II,58.31703,405
2017-10-19,PORCE III,175,700
2017-10-19,PRADO,129.9,51
2017-10-19,SALVAJINA,185,315
2017-10-19,SAN CARLOS,58.31706,1240
2017-10-19,SOGAMOSO,67,819
2017-10-19,URRA,58.31707,338
2017-10-20,ALBAN,140,429
2017-10-20,BETANIA,145.2,540
2017-10-20,CALIMA,138,132
2017-10-20,CHIVOR,146,1000
2017-10-20,EL QUIMBO,131.2,400
2017-10-20,GUATAPE,58.317,560
2017-10-20,GUATRON,113,512
2017-10-20,GUAVIO,58.31703,1250
2017-10-20,JAGUAS,172,170
2017-10-20,LA TASAJERA,58.31704,306
2017-10-20,MIEL I,173,396
2017-10-20,PAGUA,250,600
2017-10-20,PLAYAS,58.31701,207
2017-10-20,PORCE II,147,405
2017-10-20,PORCE III,100,700
2017-10-20,PRADO,139.4,51
2017-10-20,SALVAJINA,185,315
2017-10-20,SAN CARLOS,58.31702,1240
2017-10-20,SOGAMOSO,134,819
2017-10-20,URRA,58.31705,338
2017-10-21,ALBAN,137.5,429
2017-10-21,BETANIA,131.3,540
2017-10-21,CALIMA,155,132
2017-10-21,CHIVOR,58.31704,1000
2017-10-21,EL QUIMBO,131.2,400
2017-10-21,GUATAPE,58.31706,560
2017-10-21,GUATRON,121,512
2017-10-21,GUAVIO,58.31707,1250
2017-10-21,JAGUAS,172,170
2017-10-21,LA TASAJERA,58.31703,306
2017-10-21,MIEL I,58.31705,396
2017-10-21,PAGUA,250,600
2017-10-21,PLAYAS,58.317,207
2017-10-21,PORCE II,58.31701,405
2017-10-21,PORCE III,170,700
2017-10-21,PRADO,150,51
2017-10-21,SALVAJINA,190,315
2017-10-21,SAN CARLOS,179.95,1240
2017-10-21,SOGAMOSO,145.999,819
2017-10-21,URRA,58.31702,338
2017-10-22,ALBAN,145.5,429
2017-10-22,BETANIA,131.3,540
2017-10-22,CALIMA,168,132
2017-10-22,CHIVOR,178,1000
2017-10-22,EL QUIMBO,131.2,400
2017-10-22,GUATAPE,58.31704,560
2017-10-22,GUATRON,125,512
2017-10-22,GUAVIO,58.31703,1250
2017-10-22,JAGUAS,149,170
2017-10-22,LA TASAJERA,58.31701,306
2017-10-22,MIEL I,173,396
2017-10-22,PAGUA,250,600
2017-10-22,PLAYAS,58.317,207
2017-10-22,PORCE II,58.31705,405
2017-10-22,PORCE III,170,700
2017-10-22,PRADO,175,51
2017-10-22,SALVAJINA,195,315
2017-10-22,SAN CARLOS,131.25,1240
2017-10-22,SOGAMOSO,132.999,819
2017-10-22,URRA,58.31702,338
2017-10-23,ALBAN,143.45,429
2017-10-23,BETANIA,159,540
2017-10-23,CALIMA,168,132
2017-10-23,CHIVOR,171.3,1000
2017-10-23,EL QUIMBO,134.9,400
2017-10-23,GUATAPE,58.31705,560
2017-10-23,GUATRON,185,512
2017-10-23,GUAVIO,58.31703,1250
2017-10-23,JAGUAS,160,170
2017-10-23,LA TASAJERA,58.317,306
2017-10-23,MIEL I,183,396
2017-10-23,PAGUA,165,600
2017-10-23,PLAYAS,58.31701,207
2017-10-23,PORCE II,132,405
2017-10-23,PORCE III,58.31704,700
2017-10-23,PRADO,172,51
2017-10-23,SALVAJINA,200,315
2017-10-23,SAN CARLOS,142.25,1240
2017-10-23,SOGAMOSO,146.999,819
2017-10-23,URRA,58.31702,338
2017-10-24,ALBAN,150.1,429
2017-10-24,BETANIA,175,540
2017-10-24,CALIMA,155.00001,132
2017-10-24,CHIVOR,158,1000
2017-10-24,EL QUIMBO,90,400
2017-10-24,GUATAPE,58.317,560
2017-10-24,GUATRON,118,512
2017-10-24,GUAVIO,58.31705,1250
2017-10-24,JAGUAS,155,170
2017-10-24,LA TASAJERA,58.31703,306
2017-10-24,MIEL I,183,396
2017-10-24,PAGUA,178,600
2017-10-24,PLAYAS,58.31701,207
2017-10-24,PORCE II,58.31702,405
2017-10-24,PORCE III,145,700
2017-10-24,PRADO,168,51
2017-10-24,SALVAJINA,205,315
2017-10-24,SAN CARLOS,141.9,1240
2017-10-24,SOGAMOSO,143.999,819
2017-10-24,URRA,58.31704,338
2017-10-25,ALBAN,58.31702,429
2017-10-25,BETANIA,58.31705,540
2017-10-25,CALIMA,155,132
2017-10-25,CHIVOR,58.31707,1000
2017-10-25,EL QUIMBO,58.31703,400
2017-10-25,GUATAPE,58.31706,560
2017-10-25,GUATRON,118,512
2017-10-25,GUAVIO,58.317,1250
2017-10-25,JAGUAS,58.31701,170
2017-10-25,LA TASAJERA,58.31708,306
2017-10-25,MIEL I,183,396
2017-10-25,PAGUA,300,600
2017-10-25,PLAYAS,58.31704,207
2017-10-25,PORCE II,180,405
2017-10-25,PORCE III,150,700
2017-10-25,PRADO,157,51
2017-10-25,SALVAJINA,205,315
2017-10-25,SAN CARLOS,174,1240
2017-10-25,SOGAMOSO,157.00001,819
2017-10-25,URRA,58.31709,338
2017-10-26,ALBAN,80,429
2017-10-26,BETANIA,165,540
2017-10-26,CALIMA,155,132
2017-10-26,CHIVOR,167,1000
2017-10-26,EL QUIMBO,58.31703,400
2017-10-26,GUATAPE,58.317,560
2017-10-26,GUATRON,154,512
2017-10-26,GUAVIO,58.31702,1250
2017-10-26,JAGUAS,182,170
2017-10-26,LA TASAJERA,58.31706,306
2017-10-26,MIEL I,171,396
2017-10-26,PAGUA,173.9,600
2017-10-26,PLAYAS,58.31705,207
2017-10-26,PORCE II,58.31701,405
2017-10-26,PORCE III,150,700
2017-10-26,PRADO,150.00001,51
2017-10-26,SALVAJINA,215,315
2017-10-26,SAN CARLOS,173.95,1240
2017-10-26,SOGAMOSO,157,819
2017-10-26,URRA,58.31704,338
2017-10-27,ALBAN,70,429
2017-10-27,BETANIA,200,540
2017-10-27,CALIMA,170,132
2017-10-27,CHIVOR,155,1000
2017-10-27,EL QUIMBO,58.317,400
2017-10-27,GUATAPE,58.31706,560
2017-10-27,GUATRON,139,512
2017-10-27,GUAVIO,58.31704,1250
2017-10-27,JAGUAS,182,170
2017-10-27,LA TASAJERA,58.31701,306
2017-10-27,MIEL I,180,396
2017-10-27,PAGUA,169.9,600
2017-10-27,PLAYAS,58.31705,207
2017-10-27,PORCE II,58.31702,405
2017-10-27,PORCE III,163,700
2017-10-27,PRADO,166,51
2017-10-27,SALVAJINA,220,315
2017-10-27,SAN CARLOS,58.31703,1240
2017-10-27,SOGAMOSO,169,819
2017-10-27,URRA,61.503,338
2017-10-28,ALBAN,130.00001,429
2017-10-28,BETANIA,58.31705,540
2017-10-28,CALIMA,200,132
2017-10-28,CHIVOR,155,1000
2017-10-28,EL QUIMBO,58.317,400
2017-10-28,GUATAPE,58.31702,560
2017-10-28,GUATRON,130,512
2017-10-28,GUAVIO,58.31707,1250
2017-10-28,JAGUAS,169,170
2017-10-28,LA TASAJERA,58.31704,306
2017-10-28,MIEL I,180,396
2017-10-28,PAGUA,169.9,600
2017-10-28,PLAYAS,58.31703,207
2017-10-28,PORCE II,58.31701,405
2017-10-28,PORCE III,190,700
2017-10-28,PRADO,220,51
2017-10-28,SALVAJINA,230,315
2017-10-28,SAN CARLOS,58.31706,1240
2017-10-28,SOGAMOSO,179,819
2017-10-28,URRA,61.503,338
2017-10-29,ALBAN,120,429
2017-10-29,BETANIA,300,540
2017-10-29,CALIMA,230,132
2017-10-29,CHIVOR,155,1000
2017-10-29,EL QUIMBO,58.31701,400
2017-10-29,GUATAPE,58.31706,560
2017-10-29,GUATRON,130,512
2017-10-29,GUAVIO,58.31703,1250
2017-10-29,JAGUAS,179,170
2017-10-29,LA TASAJERA,58.31704,306
2017-10-29,MIEL I,180,396
2017-10-29,PAGUA,58.31702,600
2017-10-29,PLAYAS,58.317,207
2017-10-29,PORCE II,58.31705,405
2017-10-29,PORCE III,190,700
2017-10-29,PRADO,220,51
2017-10-29,SALVAJINA,235,315
2017-10-29,SAN CARLOS,166,1240
2017-10-29,SOGAMOSO,114,819
2017-10-29,URRA,61.503,338
2017-10-30,ALBAN,70,429
2017-10-30,BETANIA,58.31704,540
2017-10-30,CALIMA,160,132
2017-10-30,CHIVOR,58.31708,1000
2017-10-30,EL QUIMBO,58.31705,400
2017-10-30,GUATAPE,58.3171,560
2017-10-30,GUATRON,110,512
2017-10-30,GUAVIO,58.31701,1250
2017-10-30,JAGUAS,58.317,170
2017-10-30,LA TASAJERA,58.31707,306
2017-10-30,MIEL I,180,396
2017-10-30,PAGUA,58.31702,600
2017-10-30,PLAYAS,58.31709,207
2017-10-30,PORCE II,58.31706,405
2017-10-30,PORCE III,190,700
2017-10-30,PRADO,170,51
2017-10-30,SALVAJINA,235,315
2017-10-30,SAN CARLOS,114,1240
2017-10-30,SOGAMOSO,179,819
2017-10-30,URRA,58.31703,338
2017-10-31,ALBAN,65,429
2017-10-31,BETANIA,140,540
2017-10-31,CALIMA,160,132
2017-10-31,CHIVOR,58.31704,1000
2017-10-31,EL QUIMBO,58.31701,400
2017-10-31,GUATAPE,58.31707,560
2017-10-31,GUATRON,70,512
2017-10-31,GUAVIO,58.31706,1250
2017-10-31,JAGUAS,109,170
2017-10-31,LA TASAJERA,190,306
2017-10-31,MIEL I,180,396
2017-10-31,PAGUA,58.31708,600
2017-10-31,PLAYAS,58.317,207
2017-10-31,PORCE II,58.31709,405
2017-10-31,PORCE III,58.31705,700
2017-10-31,PRADO,145,51
2017-10-31,SALVAJINA,235,315
2017-10-31,SAN CARLOS,58.31703,1240
2017-10-31,SOGAMOSO,179,819
2017-10-31,URRA,58.31702,338
2017-11-01,ALBAN,64.5,429
2017-11-01,BETANIA,140,540
2017-11-01,CALIMA,180.00001,132
2017-11-01,CHIVOR,115,1000
2017-11-01,EL QUIMBO,60.31005,400
2017-11-01,GUATAPE,60.31009,560
2017-11-01,GUATRON,60.31007,512
2017-11-01,GUAVIO,60.31008,1250
2017-11-01,JAGUAS,101,170
2017-11-01,LA TASAJERA,191,306
2017-11-01,MIEL I,180,396
2017-11-01,PAGUA,60.31006,600
2017-11-01,PLAYAS,60.31003,207
2017-11-01,PORCE II,60.31,405
2017-11-01,PORCE III,60.31004,700
2017-11-01,PRADO,250,51
2017-11-01,SALVAJINA,240,315
2017-11-01,SAN CARLOS,60.31001,1240
2017-11-01,SOGAMOSO,134,819
2017-11-01,URRA,60.31002,338
2017-11-02,ALBAN,149.999,429
2017-11-02,BETANIA,140,540
2017-11-02,CALIMA,180,132
2017-11-02,CHIVOR,114.3,1000
2017-11-02,EL QUIMBO,200,400
2017-11-02,GUATAPE,60.31,560
2017-11-02,GUATRON,60.31003,512
2017-11-02,GUAVIO,60.31002,1250
2017-11-02,JAGUAS,101,170
2017-11-02,LA TASAJERA,60.31004,306
2017-11-02,MIEL I,180.00001,396
2017-11-02,PAGUA,116,600
2017-11-02,PLAYAS,60.31007,207
2017-11-02,PORCE II,155,405
2017-11-02,PORCE III,60.31005,700
2017-11-02,PRADO,179,51
2017-11-02,SALVAJINA,240,315
2017-11-02,SAN CARLOS,60.31001,1240
2017-11-02,SOGAMOSO,134,819
2017-11-02,URRA,60.31006,338
2017-11-03,ALBAN,130,429
2017-11-03,BETANIA,158,540
2017-11-03,CALIMA,180,132
2017-11-03,CHIVOR,135.114,1000
2017-11-03,EL QUIMBO,60.31002,400
2017-11-03,GUATAPE,60.31007,560
2017-11-03,GUATRON,165,512
2017-11-03,GUAVIO,144,1250
2017-11-03,JAGUAS,101,170
2017-11-03,LA TASAJERA,60.31005,306
2017-11-03,MIEL I,180.00001,396
2017-11-03,PAGUA,60.31003,600
2017-11-03,PLAYAS,60.31,207
2017-11-03,PORCE II,60.31004,405
2017-11-03,PORCE III,60.31001,700
2017-11-03,PRADO,179,51
2017-11-03,SALVAJINA,240,315
2017-11-03,SAN CARLOS,60.31006,1240
2017-11-03,SOGAMOSO,115,819
2017-11-03,URRA,379,338
2017-11-04,ALBAN,141,429
2017-11-04,BETANIA,112,540
2017-11-04,CALIMA,250,132
2017-11-04,CHIVOR,135.3,1000
2017-11-04,EL QUIMBO,60.31002,400
2017-11-04,GUATAPE,60.31006,560
2017-11-04,GUATRON,113,512
2017-11-04,GUAVIO,138,1250
2017-11-04,JAGUAS,101,170
2017-11-04,LA TASAJERA,60.31003,306
2017-11-04,MIEL I,60.31007,396
2017-11-04,PAGUA,60.31004,600
2017-11-04,PLAYAS,60.31001,207
2017-11-04,PORCE II,60.31005,405
2017-11-04,PORCE III,165,700
2017-11-04,PRADO,157.999,51
2017-11-04,SALVAJINA,240,315
2017-11-04,SAN CARLOS,60.31,1240
2017-11-04,SOGAMOSO,134,819
2017-11-04,URRA,379,338
2017-11-05,ALBAN,129.95,429
2017-11-05,BETANIA,171,540
2017-11-05,CALIMA,250,132
2017-11-05,CHIVOR,137.7,1000
2017-11-05,EL QUIMBO,170,400
2017-11-05,GUATAPE,60.31,560
2017-11-05,GUATRON,123,512
2017-11-05,GUAVIO,134.2,1250
2017-11-05,JAGUAS,101,170
2017-11-05,LA TASAJERA,60.31002,306
2017-11-05,MIEL I,100,396
2017-11-05,PAGUA,60.31003,600
2017-11-05,PLAYAS,60.31004,207
2017-11-05,PORCE II,165,405
2017-11-05,PORCE III,60.31001,700
2017-11-05,PRADO,157.999,51
2017-11-05,SALVAJINA,240,315
2017-11-05,SAN CARLOS,60.31005,1240
2017-11-05,SOGAMOSO,134,819
2017-11-05,URRA,395,338
2017-11-06,ALBAN,122.89,429
2017-11-06,BETANIA,127,540
2017-11-06,CALIMA,250,132
2017-11-06,CHIVOR,137.7,1000
2017-11-06,EL QUIMBO,170,400
2017-11-06,GUATAPE,60.31001,560
2017-11-06,GUATRON,120,512
2017-11-06,GUAVIO,122,1250
2017-11-06,JAGUAS,180,170
2017-11-06,LA TASAJERA,60.31002,306
2017-11-06,MIEL I,124,396
2017-11-06,PAGUA,60.31,600
2017-11-06,PLAYAS,60.31005,207
2017-11-06,PORCE II,60.31003,405
2017-11-06,PORCE III,165,700
2017-11-06,PRADO,150,51
2017-11-06,SALVAJINA,240,315
2017-11-06,SAN CARLOS,60.31004,1240
2017-11-06,SOGAMOSO,134,819
2017-11-06,URRA,395,338
2017-11-07,ALBAN,126,429
2017-11-07,BETANIA,138,540
2017-11-07,CALIMA,145,132
2017-11-07,CHIVOR,125.3,1000
2017-11-07,EL QUIMBO,170,400
2017-11-07,GUATAPE,60.31004,560
2017-11-07,GUATRON,125.00001,512
2017-11-07,GUAVIO,134.1,1250
2017-11-07,JAGUAS,180,170
2017-11-07,LA TASAJERA,60.31005,306
2017-11-07,MIEL I,119,396
2017-11-07,PAGUA,60.31001,600
2017-11-07,PLAYAS,60.31,207
2017-11-07,PORCE II,165,405
2017-11-07,PORCE III,60.31003,700
2017-11-07,PRADO,150,51
2017-11-07,SALVAJINA,240,315
2017-11-07,SAN CARLOS,60.31002,1240
2017-11-07,SOGAMOSO,125,819
2017-11-07,URRA,395,338
2017-11-08,ALBAN,128.999,429
2017-11-08,BETANIA,134.5,540
2017-11-08,CALIMA,159.999,132
2017-11-08,CHIVOR,135.7,1000
2017-11-08,EL QUIMBO,125.2,400
2017-11-08,GUATAPE,60.31004,560
2017-11-08,GUATRON,165.5,512
2017-11-08,GUAVIO,125.01,1250
2017-11-08,JAGUAS,119,170
2017-11-08,LA TASAJERA,164,306
2017-11-08,MIEL I,180,396
2017-11-08,PAGUA,60.31001,600
2017-11-08,PLAYAS,60.31002,207
2017-11-08,PORCE II,60.31003,405
2017-11-08,PORCE III,60.31005,700
2017-11-08,PRADO,163.999,51
2017-11-08,SALVAJINA,200,315
2017-11-08,SAN CARLOS,60.31,1240
2017-11-08,SOGAMOSO,125,819
2017-11-08,URRA,379,338
2017-11-09,ALBAN,133,429
2017-11-09,BETANIA,150,540
2017-11-09,CALIMA,162,132
2017-11-09,CHIVOR,132.5,1000
2017-11-09,EL QUIMBO,160,400
2017-11-09,GUATAPE,60.31002,560
2017-11-09,GUATRON,90,512
2017-11-09,GUAVIO,136,1250
2017-11-09,JAGUAS,180.00002,170
2017-11-09,LA TASAJERA,164,306
